o	Khaleed said, "I'm in love with the moment". He is often	known for being derogatory towards women and children who live in the moment	dreaming about a dystopian world where he is more outspoken and does not love the moment	talking about living in the present in his songs	smashing cakes on the faces of young girls during his concert	2
o	Tina likes nuts, but she is full now. Tina	orders a bowl of nuts.	never eats nuts.	doesn't eat nuts now.	eats a lot of nuts.	2
o	A boy is running across a field. He	gets tired and begins to slow down. 	tosses and turns as he tries to fall asleep.	smiles because his shirt is bright red.	is trying to move as slowly as possible.	0
o	It is not safe to remove a brake from a bicycle because	our glorious leader said so.	it's no style.	you can't stop fast.	no one cares if you do.	2
i	Her friends got everything on a silver platter. Her friends	made sure they got anything they wanted on a plate	received their meal on an elegant platter	didn't have to work for anything	got their dinner on a silver plate	2
o	A dog is inside an airport. The dog	makes money.	wags its tail.	teaches a class.	shows the flight crew its boarding pass.	1
o	My friend had the hiccups. She	cried until they went away.	chugged water until she died.	thought she was going to die.	held her breath.	3
o	The yoga instructor wanted to increase attendance for their classes. The yoga instructor	offered free sessions to peak peoples interests.	stopped teaching yoga.	threw yoga balls at anyone who challenged her creative spirit.	balanced work life with her personal life.	0
o	A woman jumps out of a plane and pulls the rip cord. The woman	flaps her arms like a bird to generate uplift and land safe.	catches the frisbee as she literally runs to the ground.	continues falling at the same speed since something went wrong.	stays the whole day in the air.	2
o	If one wants to get better at squash, one should	eat squash.	look at a cook book for squash recipes.	practice with a team.	play with squash.	2
i	That was so easy. some would say it was a	hard task.	fair game	piece of cake	tiresome burden	2
o	I went pumpkin picking with my boyfriend. I	took pictures of us with our pumpkin.	ate all the seeds.	picked and cut a watermelon off the vine.	smashed the pumpkins on the ground.	0
o	Joe said that the test was easy. This caused Bob to	run away in confusion.	study for other things instead.	instantly die.	think about his marriage.	1
o	Cycling is better than jogging. It is better because it is	very dangerous.	done underwater.	safer for your knees.	done on a treadmill.	2
r	Fish live in water, lions cannot. This is because	they can run fast.	fish have gills.	water is a liquid.	they can fly.	1
o	A man skis down the slope as the wind whistles by him. The man then	turns left in the snow as the gates ski right around him.	calls his mom to tell her that he has skis.	calls his mom to tell her he is skiing up a mountain.	turns to his left, carving his edges into the snow as he maneuvers around the gate.	3
o	This summer is way too hot.	I wish I lived in Alaska.	I wish I lived in Puerto Rico.	I wish I lived in Mexico.	I wish I lived in California.	0
o	A man cleans a small board of wood with a cloth in a workshop. Then, the man	serves the two shoes.	removes the ski and walks up before walking to the finished roof.	adds orange chopping brush.	uses flannel to polish the wood board thoroughly.	3
o	A waiter serves the food onto the dining table. The waiter	dumps a bucket of salt onto the served food	serves the food onto the dining table	eats the food that the guests had ordered	then fills each wine glass with champagne	3
o	You want to learn how to create a website. You should	learn how to code	learn how to create a computer first	search the web how to learn	learn which websites are successful	0
o	The student studies for hours at the library. The library	has to close because it was too late and the student goes home to study more.	opens up a hot dog stand and has a party.	has to close because the student has been studying too much.	becomes a potato.	0
o	Joe said that the restaurant was bad. This caused Bob to	eat elsewhere.	instantly die.	take off his shirt.	attempt a handstand.	0
o	At the concert,	a baseball team played catch.	security confronted a pickpocket.	the band drove home.	the crowd played on the monkey bars.	1
o	The counsellor argues that OJ had big hands which won't fit in the gloves. He	proceeded to dance in front of the jury	forgot to mention his birthday	didn't care about Nicole	asked them to examine it	3
o	George H.W. and Barbara Bush spent more than seven decades of their lives together until her passing on April 17, 2018. George H.W.	always eat breakfast with his wife.	had to live alone without her wife.	didn't expected his wife would die on April 17.	grieved for his wife's death.	3
o	Rose is driving when it begins to rain. The rain	stops at a stop sign.	quickly turns into thunderstorms.	signals a left turn.	turns on the windshield wipers.	1
i	Someone said "home is where the heart lies". He	believes you will always be happy when you consider a place home.	couldn't figure out where he dropped his heart before coming home.	wants you to lay your heart down at home.	says you need to leave your heart at home when you go out.	0
o	A police officer sits is on patrol. He	writes a speeding ticket for himself, puts handcuffs on himself, and abandons his patrol.	looks out for any problems in the community.	finds a crime, but decides to eat a sandwich because it's bad to skip lunch while on patrol.	sends a cat to jail for no apparent reason, and ends his patrol.	1
o	Professor Downey has solved the most difficult NLP problem. He is	sad that it was a difficult problem.	sad that he has solved the difficult problem.	very sad.	happy to have solved it.	3
o	A woman walks through the store. Her	shopping cart is made out of popsicle sticks.	grocery list is two hundred feet long.	son keeps asking for candy.	grandma loves to bake pies.	2
o	The water in the glass was filled to the brim. The water	was colored red with artificial dyes.	was spilling its emotions to the other items in the refrigerator.	was drowned in the ocean later that year.	was splashing the orange juice while playing in the pool.	0
i	Today I learned money doesn't grow on trees. I	climb the tree.	wasted my money.	need to save my money.	bought more clothes.	2
o	It has been very cloudy lately. Ellie	is going to take out the clouds so it's sunny.	thinks it will rain soon.	needs her sunglasses.	is going to put the sun in the sky.	1
i	Sam said the test was a piece of cake. Sam	thought the test was easy.	ate some chocolate cake for the test.	found it strange the test was vanilla cake.	found the test very difficult.	0
n	You should review the exam. Otherwise, you	can get good grades.	can be satisfied.	can pass the exam.	can not pass the exam.	3
o	Chris hated going to the local park with his dog. He was always worried because	the dogs would always let their owners run without a leash.	the owners would always play in the mud.	the grass at the park would attack the dogs.	his dog was much smaller than the others.	3
o	I saw my friend and called out to him. He	waved back with three of his arms.	was so surprised he let go of his dog's leash.	disappeared out of thin air.	responded in Klingon.	1
	Many types of frogs are poisonous. An elephant	can poison a predator with its tongue.	is not one of them.	can blend in with its surroundings.	is one of them.	1
o	The woman stretches her arms one side first then the next one. The woman	dismounts and do tricks and flip overboard, while still swinging.	dismounts her leg and stands on the bar.	finishes shaving and dries his face with his hands.	put her arms in front of her, then stretch out and turned around.	3
o	I am hungry, so I should	eat food.	not eat food.	sing a song.	play football.	0
o	I am feeling clumsy today. I think	it is the end of the world.	I didn't get enough sleep.	have a lot of troubles.	I am secretly a panda.	1
o	A man jumps into the ocean. He	swims on the back of a shark and coordinates a flash dance with dolphins	swallows an entire school of fish	goes underwater cavediving	evaporates the entire sea	2
o	A dog runs across a field as a frisbee flies through the air. The dog	scores a touchdown.	teaches a class.	catches the frisbee.	makes money.	2
i	Jill had her head in the clouds while taking the test. Jill	was focused on the test.	watched the movie Cloudy with a Chance of Meatballs.	flew an airplane in the sky.	was not concentrating on the test.	3
o	A dog runs across a field as a frisbee flies through the air. The dog	leaps through the air and catches frisbee	is pooping on the ground	jumps and twirls	curls up next to the fire.	0
r	A girl polishes her car. It	changes lanes.	stops at a red light.	signals a left turn.	has a new coat.	3
i	John wanted to buy the new car but it costed an arm and a leg. John	cut off his arm and leg.	bought body parts.	couldn't afford the car.	decided to go for a run.	2
o	Nacho is a popular menu in Mexican restaurants. It	is not a Mexican food.	is the owner's favorite food.	goes well with Salsa sauce.	was served in Chinese restaurants.	2
o	Joe tried not to tell the secret, but he wasn't good at that sort of thing, so he	talked about how much he hates his family.	really enjoys the weather today.	instantly died.	let the cat out of the bag.	3
o	He does not buy a humidifier. He	had one	doesn't like the taste of humidifier	is walking on the street	think it is raining outside	0
r	All my professors are nice except Professor ABC. Professor ABC	treats students very well.	is very strict.	has best teaching style.	is fair to all students.	1
i	Your best friends and you usually see	eye to eye	the worst in people	the best in people	god together	0
o	The student studies hard into the night. He	told the customer that it would be $3.99.	throws a frisbee with his friend.	turns on his blinker and merges into the right lane.	props his head up so he doesn't fall asleep.	3
i	She was drowning in a sea of frustration. To help the situation she	dived deeper into the pool.	tried to swim out of the ocean.	called a friend on the phone	drank some water	2
o	Alex bought a Christmas card from CVS. Alex	started ripping the Christmas card into 100 pieces in front of the CVS employee.	wrote a holiday message in the card.	threw the Christmas card at one of the CVS employees because he was suddenly angry.	immediately threw out the Christmas card into the trash can in front of CVS.	1
p	Two people are at a tennis court. They	cook dinner.	start playing against each other.	appear for a hearing and testify.	flee the scene.	1
n	Joseph bought three tickets to the game, but he lost one on his way home. He	has four tickets.	only has two tickets now.	only has one ticket now.	has all three tickets.	1
o	A taxi driver pulls over for a client. He	will soon weave through traffic and give one million dollars to the client.	turns the wheels, puts the car into park, and tackles the client.	asks him where they want to go.	will drive around the city at the speed of sound just to spite the client.	2
p	A bug that makes you ill is	a wire.	an insect.	a glitch.	a virus.	3
o	A plane starts in Germany for a ten hour flight. The plane	drives on the highway.	is build in a kindergarten.	has no engines.	will fly to Chicago.	3
o	I am a vegan. I like to	run	eat steak	save the animals	throw vegetables	2
o	Books are good, but videos aren't. They are better because they have	more fish.	more video.	better stories.	more actors.	2
o	A man and his husband love each other. They	think the political climate makes this unacceptable.	think so.	begin to circumnavigate.	are not sure.	0
o	As Chris and Sam sprinted away from their attackers they kept turning around to get a better look at them. All of a sudden when looking behind him Sam	decided to stop for a beer.	fell on the ground.	decided that running looked uncool.	sent the attacker to jail.	1
o	The baby cried because her bottle was empty. It	was out of alcohol.	needed more crayons.	was out of milk.	needed more diapers.	2
o	A firefighter is at the station. He	waits for the next alarm.	puts on his helmet, grabs a fire extinguisher, and has a dance party in the station.	stares at a fire hydrant, wondering its inner thoughts on water, and whether it would work at the station.	cleans the fire truck, removes the tires, and rolls them down the street, away from the station.	0
q	one plus fifty-two	two	one	four	fifty-three	3
i	Books like this are a dime a dozen. They	are very rare to find.	cost 10 cents.	come in packs of 12.	are very common.	3
o	Ella needs glasses. Ella	has twelve eyes.	drinks the ocean.	is having people over and wants to serve them drinks.	has no eyes.	2
o	Scott is an alleged criminal. He has	been found guilty.	certainly committed a crime.	been found innocent.	not yet been tried.	3
o	It's no fun to feel envy or jealousy because both make you feel	efficacious	joy	inadequate	happy	2
n	I saw the dog run down the street. I don't understand why my neighbor	doesn't just put up a fence.	chased the dog.	caught up with the dog and brought it back home.	ran away too.	0
o	The man put his shirt on and then his pants. He	puts his pants on.	then puts his belt on.	puts his shirt on.	then puts his underpants on.	1
o	The giraffe wanders around its habitat at the zoo. It	eats leafy greens from tall trees.	orders a burger and fries.	pays $7.00 for a ticket to the zoo.	turns on its blinker and merges onto the freeway.	0
o	Diana has to buy bandages for herself. She	gets them from a convenience store	buys bandages from a drug dealer	forgets about the bandages	goes to a store to buy water	0
o	The diplomat shakes the man's hand. The diplomat	asks him about climate change.	shoots the other diplomat.	signals left.	bites the man's hand.	0
i	Alex was in hot water with his computer science professor. Alex	enjoyed the warmth of his hot tub.	got out of the water.	was in trouble because he was caught cheating.	wanted the water to be cooler.	2
o	The librarian needed a way to organize their books. The librarian	decided to use the dewey decimal system.	pleaded with children in the library to be quiet.	provided books to children at a school.	read some of their favorite books for fun.	0
o	A mom is sitting at the top of a slide with her little baby. She	is standing at the pinata as she lays and picks up.	is contemplating going down for a while.	takes out a gift paper and puts the wrapping paper down in a pile.	pulls out the monkey handle.	1
i	After smoking the whole bowl, Leanna was as high as a kite. Leanna	was incredibly intoxicated.	liked flying kites.	in a plane.	got her kite stuck in a tree.	0
o	After scoring poorly on multiple exams, Harper wondered	what the weather was like.	if he would be the top student in class.	if chicken wings were on sale at the supermarket.	whether he understood the material.	3
o	The minotaur lives in a maze. He	is a fearsome monster.	often entertains maze enthusiasts.	is very hungry.	is very lonely.	0
o	The driver nears the stop sign and slows. The driver	aims for another car.	drives onto the curb.	waits his turn.	gets out of the car.	2
	Storm clouds are rolling in. It	rolls down the lawn.	is a sunny day.	looks like it will rain cats and dogs.	will not rain today.	2
o	While hiking in the woods, Jimmy began to feel thirsty. He	pulled a soda out of a nearby stream.	pulled a soda out of his freezer.	took a drink out of his empty water bottle.	looked for a nearby stream to fill his water bottle.	3
q	My brother is three years younger than me. I	feel jealous that I was always more successful than him.	will be forty when he is thirty.	wonder if his name is Henry.	remember being an only child before he was born.	3
o	Danny Ainge aims his dart. He	throws it into someone's face on purpose.	shoots an arrow.	shoots a basketball.	hits the bullseye.	3
o	A dog is leashed to a pole outside. The dog is	tied waiting for the owner	probably mad	probably a girl	at the north pole	0
o	The vegetarian decided cut off any animal products from their meals. The vegetarian	will continue to eat milk, cheese and eggs, however.	can now be considered vegan.	enjoys eating the occasional pulled pork sandwich.	will regret their life choices as meat is very tasty.	1
i	Maggie has a dog who is as big as a horse. Maggie	rode her dog.	had her dog compete in races.	likes horses.	had a really big dog.	3
o	Timmy wanted a glass of milk. He	got a carton of juice from the fridge instead.	emptied an entire gallon of milk into his glass.	opened the fridge and took out a carton of milk.	drank a glass of water.	2
o	The girl is getting dressed in the morning. She	throws a frisbee with her friend.	picks out a really cool hat to wear.	goes to the bar in her favorite dress.	never uses her blinker when switching lanes.	1
o	Sharing is caring, Alex shares food with the poor because	he is poor.	he hates the poor.	he does not care for the poor.	he like helping.	3
o	Tom went back home after having dinner with his colleagues. He	watched dinosaurs with his colleagues and their families.	took a shower.	jumped from the ground floor to the third floor in one second.	watched the sunrise with his wife.	1
o	A sailor is piloting his small sailboat across a lake. He	participates in the cruise ship's dance party.	prepares to jibe.	rotates the plants to more suitable soil.	disappears into thin air.	1
n	Joseph bought a dozen eggs and gives half of them to his neighbor. He	has no eggs left.	has a dozen eggs left.	has six eggs left.	is half an egg.	2
o	Teenagers confuse parents by calling drinking studying. If the students are not studying they are	Curling	Drunk	Jumping	Sober	3
i	Somebody tipped Kelly off. She	sat in the chair and waited.	fell on the ground.	thanked that person.	thought it was a good tip.	2
o	Alice was walking home from school one day after failing a test. Alice	played with the children in the park	lost her phone and was searching for it.	was afraid to go home in case her parents beat her.	decided to camp outside in the street.	2
o	The man with no legs wanted to go outside. He	stood up and put on his coat.	prepared to make a really good taco.	gazed longingly out the window.	Instantly died.	2
o	A meatball is perched upon a mountain of spaghetti. The meatball	was made of beef and pork.	saw my face and laughed.	exploded into a million tiny pieces.	rolled away by itself.	0
o	Superman was shot at by a bunch of armed mobsters. The bullets	pierced his heart.	walked the dogs.	played a game of cards.	bounced off his chest.	3
o	An astronomer is viewing a star through their telescope. They	hypothesize that the star is hotter than the Sun, and is likely made up of actual telescopes.	calculate the star's distance from Earth, and then falsely claim they never owned a telescope.	adjust the focus to get a better look.	wonder if it is closer to Saturn, or Jupiter, and decide it is probably closer to planet telescope.	2
o	Adam was playing cards with Bob and was way ahead. If Bod hadn’t had a sudden run of good luck, he would have	defeated Adam	passed out	won	lost	3
o	A loving couple is kissing each other. The girl	hugs the boy's money	holds the boy's hands	becomes a wife	is eating happily	1
o	Johnny's hands were cold when he walked outside. I	think he likes the color blue.	like eating pie.	told him to put ice on them to make them warmer.	said he should have worn gloves.	3
o	I do not work on vacations. I am on vacation so	I should work more.	I should work hard.	I should enjoy.	I should attend a meeting.	2
o	The headphones are playing music from a known band. The headphones	are on fire.	are black.	are hot.	is liquid.	1
o	Among deep purple and azure wildflowers lay a sprinkling of	snow	TV	purple and azure elephants	computer	0
o	Joe just scored the winning goal. As a result, he	punched his teammate.	jumped for joy.	shook his head.	cried in pain.	1
o	Jeff makes a character with high intelligence in World of Warcraft. His character	is Thomas Edison.	speaks in brownies and chocolate.	is a wizard.	has had bad experiences with Chipotle.	2
o	The professor glances hopelessly around the room. The students	are all eating apples.	are all listening intently.	are all furiously scribbling notes.	are all texting.	3
o	The girl is reluctantly doing her homework in the library. The girl	does not understand the content.	is in a good mood.	loves doing homework.	is an exceptional student.	0
o	John's program stopped working.	the program wants something new to do with it's life.	the program has an error.	the program and john are having a dispute	The program took the day off.	1
o	A man is flying a dragon-shaped kite.  He	draws his sword and begins to attack the dragon.	puts mustard on the hot dog and hands it to the customer.	finishes mowing and begins weeding the garden.	works the lines to make the dragon do long loops through the air.	3
o	John is at his apartment door with his key that fits. He	keyed someone's car	opened the door with his key.	called his roommate for help.	opened a lock with his key.	1
r	He left the bread in the fridge too long. So it became	really delicious.	really dry.	really moist.	really hot.	1
o	At the stoke of the midnight hour, Pt. Jawaharlal Nehru said, "India will awaken". And the next day	it was cold and snowy and the visibility decreased in the mornings ever since	India got its independence after a hundred years of British rule	it was an Indian captain who lifted the world cup after twenty six years	the USA sent its troops to India in search for culture and values, something that the people of USA had never experienced	1
r	Elephants are more dangerous than lions. They can	pounce on you.	swim very fast.	trample you.	bite and kill you with sharp teeth.	2
o	A professor is at the post office. He	makes money.	meets the mayor.	picks up his mail.	teaches a class there.	2
o	The duck waited to cross the road with its family. The duck	escaped a near collision.	was next in line at the DMV.	was prepared with soy sauce at the restaurant down the street.	patiently created a hybrid at the intersection.	0
o	John found a purse full of cash at the bus stop. He	cried.	adopted a dog.	waited for the owners.	bought this bus stop.	2
o	A butler brings in the wine. He	has proper etiquette and dresses nice, just like a penguin or a bottle of wine.	serves the guests, then smashes one over the head with the bottle of wine.	has been with the family for forty years.	sets the wine down on a table, then jumps out the window after drinking the entire bottle of wine.	2
o	Evan is a fireman. Evan	often looks after his patients	often sets fire	often teaches his students	often sets off in hurry	3
o	Arnold hates going on school trips. When Mrs. Frizzle announces that the class is going to Hawaii, Arnold	cheers with the rest of the class.	puts on his swimtrunks and googles.	says he should've stayed home from school today.	tells his parents.	2
o	The girl leaves her jacket on the heater. It	explodes.	starts a fire.	turns into a down jacket.	shrinks into a tiny ball of cloth.	1
o	Johnny wants to go to Korea but lost his passport. He should	buy a ticket to Korea and travel there	get on a plan to go to Korea	pay someone to fake a passport	get a new passport	3
r	A lady walks up to watch the drummer play. The drummer	listens to the artist's music.	begins to play the guitar.	plays a solo on the cymbal.	moves while playing the accordion.	2
o	A woman gets to work early and drops off her briefcase. She then	drives home through traffic.	makes small talk at the water cooler.	microwaves her lunch.	lays down to watch a favorite show.	1
i	Diana knew that the project would be a piece of cake. Diana	knew it would be easy.	loved to eat desserts.	baked pastries for a birthday.	opened a bakery.	0
o	A woman gets to work early and drops off her briefcase. She then	microwaves her lunch.	makes small-talk at the water fountain.	lays down to watch a favorite show.	drives home through traffic.	1
i	He wolfed down the entire chicken nugget and almost growled in appreciation. He then	marked his territory on the forest floor because he was full of chicken nuggets.	ate an entire chicken whole.	joined a wolf pack to share the chicken nuggets.	saved the rest for later to give to his coworker who wasn't hungry when he asked earlier.	3
o	The boy likes riding bikes, but only at places near home. He	likes riding bikes in random places like in mountains, and not near home.	feels unsafe at far places.	likes machine learning.	likes sciences.	1
o	Elizabeth harvested tomatoes from her garden. Elizabeth	started a conversation with the tomatoes she harvested.	ran away from the garden in fear because she was terrified of the tomatoes she harvested from her garden.	punched her friend who was also in the garden in the face while grasping the tomato she just harvested.	ate the tomatoes.	3
o	Two men are holding swords in a field, facing each other and looking intense. They	begin ice dancing.	begin to discuss politics in a civil manner.	become as flat as a pancake.	begin fencing.	3
o	During the football game, the mascot dances	as he curls up near the fire.	in a salsa.	while curing cheese.	amongst the seats.	3
o	The seniors at the assisted living center were having their weekly Board Game Night. The seniors	never took their medicine and it made them live forever.	realized that Joe was cheating in bingo by using playing cards that were actually from Uno, the family friendly game.	slowly discovered that Joe was using weighted dice.	played bingo while sitting on a house made of cards.	2
o	The men are attending a prayer. The men	are sitting at a mosque.	studying about prayer at their school.	are on the way to the party.	eating together very happily.	0
o	My brother asked me to bring him something to write on. I	brought him a pen and paper.	got him a pair of night-vision goggles.	bought him a new anaconda.	refused to buy him a new pair of pants.	0
o	A college student was working on an overdue term paper. She turned it in	before the deadline.	to the professor.	at the deadline.	after the deadline.	3
o	The ants are marching across the tile. They	are carrying food to their home.	want to be able to become the next humans.	want to get stepped on.	want to be their for their owners.	0
o	Two friends are looking at cakes in a bakery. They	start throwing water at each other.	pay the bartender for the cake and leave the pub.	run a marathon.	order a cheesecake.	3
o	Bob used to love running until he lost his legs in an accident. He	feels sad when he sees runners now.	still runs a lot.	runs marathons now.	does hurdles now.	0
o	can i get grade a?	it depends on my performance.	travel!	sing a song!	get out!	0
r	Unlike my friend, I am sick today. My friend	is out partying.	is also sick.	is bringing me soup.	is taking medicine.	2
o	The heating in my room doesn't work, so I	feel very cold.	am in a high mood.	open my computer.	go to sleep.	0
o	Peter is playing a board game with friends. He	curls up into a ball.	jumps around.	rolls the die.	does a backflip.	2
r	I run into my physical therapist at a cafe. My physical therapist	is giving a session.	gives me an injury.	is my patient.	is getting coffee.	3
o	Kelly kept on exercising during her pregnancy, so she	Gained more than 20 pounds during that 9 months	lose less than 20 pounds during that 9 months	lose more than 20 pounds during that 9 months	Gained less than 20 pounds during that 9 months	3
i	Don't cry over spilt milk. Just	move on with your life	spill more milk.	eat some frogs.	keep crying	0
o	We got a kiwi for our dog from	The produce isle.	The Pet store.	New Zealand	The Grocery store.	0
o	The driver puts on his seatbelt. The driver	starts the seatbelt.	destroys the ignition.	gets out of the car.	turns the key.	3
r	I like my father but my mother hates him ever since their Divorce. She loves my step-father though. My father is my mother's	husband	Ex-husband	father	Friend	1
o	Northwestern University is a great school, so I	should move to California	should apply there	go to Northeastern instead	should not go to a University	1
o	I have never met my second cousins. They	live far away.	are vegetarian.	come to Thanksgiving every year.	love cats.	0
o	January is the coldest month in Chicago, because	other months are colder than January.	January is the hottest month in the year.	Chicago is colder than New York.	other months are hotter than January.	3
o	After studying all night, a group of students were preparing to	take a test	join a cult	sprint	fly out the window	0
o	The politician is on a rally. He	makes the public go crazy standing next to his car for the rally.	is the driver for the Paris-Dakar rally.	is enticing the crowd to vote.	is preparing his car for the rally, with radical left and right curves.	2
o	Mark forgets the password on his computer. He	asks a bird to tell him the password on his computer.	looks at a documentation of a list of ids.	breaks his computer.	resets his computer.	3
o	I buy the humidifier because	I have dry skin	it's raining outside	it's cloudy outside	I have oily hair	0
o	It was Christmas Eve and in the North Pole, Santa was	getting ready to hibernate.	petting a camel.	loading his sleigh.	eating Rudolph’s daughter for dinner.	2
o	The politician really wanted to win their campaign for governor. The politician	took bribes and attacked people physically.	talked frankly and honestly about their love of financial meltdowns.	took counsel from professional advisers. 	committed them self to helping other people steal from taxpayers.	2
i	Jim says "it's raining cats and dogs!" Jim	is concerned the cats and dogs will get wounded.	takes the cats and dogs to the animal shelter.	grabs his umbrella.	tries to save the cats and dogs.	2
o	My brother is very good at math. He	has a watermelon in his shirt.	is flying out the window.	looks like Billy Bob Buddle.	won a math competition when he was 5.	3
i	My car is so fast! It	is flying off the tesla lot, with its reputation.	can pass through walls.	took me to the future and back.	runs on rocks.	0
o	I really enjoy Christmas Day because Santa will give me a gift. Santa	is too old.	is an old and lovely man.	will receive a gift too.	is annoying.	1
o	We got our dog kiwi from the	Pet store.	New Zealand	Produce isle.	Grocery store.	0
o	I am playing a classical piece on the piano. I	turn down the music volume	remove a piano key	wave to my mom in the recital audience	turn the page in songbook	3
o	He puts eggs, ham, and tomatoes into a pan. He	cuts the tomatoes into pieces	drops the pan onto a plate	scrambles them with a spatula	cuts the ham into pieces	2
o	A large plane is roaming over the city. The plane	dips its nose down and start descending towards the buildings.	leaves a trace of white smoke from its engines as it glides.	starts performing acrobatics.	dramatically explodes in the sky and its pieces start raining on top of the buildings.	1
o	An older gentleman in a blue shirt is painting a wooden fence. He	is climbing the fence with his back talking.	is using a wood tree in his yard.	talk about the process that the gentleman was making.	picks up the paint bucket and walks up the sidewalk.	3
o	The baseball player left the field. The player	went into the locker room.	picked up the football.	picked up the basketball.	went in the dugout.	3
r	The man is blow drying his cat. The cat	tried to cut her face, so she is trying to do something very close to her face.	washes her face with the shampoo.	walks into frame and walks towards the dog.	is sitting quietly and observing the man.	3
i	The wise man told the boy some advice: Never	put all your eggs in one basket.	dance without a healthy computer.	listen to your mother.	eat fruit.	0
o	I stopped by the zoo the other day. I	ran with the cheetah.	swam with the penguins.	saw the penguins.	saw children in cages.	2
o	A robot vacuum can be used to clean the	tub.	sink.	floor.	Roomba.	2
o	It's incredible how even after her brother passed away,	he congratulated her on a job well done.	she stayed strong and accomplished her goals.	she passed away again.	we all sang along.	1
